Unnamed: 0,node_id,connector_id,length,dist_from_root,neuron,project,type,inputs,outputs
0,7111242,7185610,0.0,0.7932164164625795,ADAL,125,1,URXL,"['IL2L', 'ADAL', 'AVEL']"
1,7111231,7185580,0.0,0.6905237769326744,ADAL,125,1,URBL,"['URXL', 'ADAL']"
2,7184961,7184957,0.0242404018914815,0.2897038954769643,ADAL,125,1,RIML,"['ADAL', 'AVBL', 'AVJR']"
3,7111266,7184763,0.0090275880497253,0.9084941981130616,ADAL,125,1,RICL,"['ADAL', 'AVAL']"
4,7111120,7184414,0.0,0.2139023238416064,ADAL,125,1,PVPL,"['DVC', 'AVAR', 'ADAL']"
5,7111357,7183714,0.024958377203117,0.2349182354533932,ADAL,125,1,AVM,"['AVER', 'AVBL', 'ADAL']"
6,7111319,7183384,0.080542463399109,0.7538619003454045,ADAL,125,1,ASHL,"['AIBL', 'ADAL']"
7,7111238,7183372,0.0,0.7538619003454045,ADAL,125,1,ASHL,"['ADAL', 'AVAL', 'AVBL']"
8,7111240,7183370,0.0,0.7777647347281355,ADAL,125,1,ASHL,"['ADAL', 'AVBL']"
9,7111140,7182906,0.0,0.2984600092095443,ADAL,125,1,AIAL,"['ADAL', 'RIFL', 'AIBL']"
10,7111324,7182902,0.0993264130154279,0.7538619003454045,ADAL,125,1,AIAL,"['AIBL', 'ASKL', 'ADAL']"
11,7111059,7182725,0.0,0.010367756946528,ADAL,125,1,ADEL,"['AVAR', 'AVDR', 'ADAL']"
12,7111086,7182724,0.0,0.0933977269544564,ADAL,125,1,ADEL,"['ADAL', 'AVAR']"
13,7111232,7182676,0.0,0.7272096009389141,ADAL,125,0,ADAL,"['AVJR', 'AVBL']"
14,7111347,7182687,0.0055565768707318,0.2897038954769643,ADAL,125,0,ADAL,"['RIML', 'AVBL']"
15,7111289,7182686,0.012211268328873,0.9084941981130616,ADAL,125,0,ADAL,"['AVBL', 'AVJR', 'AVAL']"
16,7111302,7182684,0.0095882863759592,0.7538619003454045,ADAL,125,0,ADAL,"['AVAL', 'AVBL']"
17,7111322,7182682,0.0924027650107549,0.7538619003454045,ADAL,125,0,ADAL,"['AIAL', 'AIBL']"
18,7111126,7182681,0.0,0.2439826174798973,ADAL,125,0,ADAL,"['RIML', 'AVBL']"
19,7111141,7182680,0.0,0.306758114810676,ADAL,125,0,ADAL,"['RIML', 'AVBL', 'AVHR', 'PVPL', 'AVBR']"
20,7111150,7182679,0.0,0.3378950702310346,ADAL,125,0,ADAL,"['RIML', 'AVBL']"
21,7111178,7182678,0.0,0.4560118479810757,ADAL,125,0,ADAL,"['SDQR', 'AVBR', 'AVAR']"
22,7111242,7182674,0.0,0.7932164164625795,ADAL,125,0,ADAL,"['AVBL', 'RICL']"
23,7111287,7182673,0.0048652787697919,0.9084941981130616,ADAL,125,0,ADAL,"['AVBL', 'AVJR', 'AVAL']"
24,7111276,7182672,0.0,0.9806908201785296,ADAL,125,0,ADAL,['RIPL']
0,7077664,7182944,0.1015663512091322,0.5678460504202926,ADAR,125,1,AIAR,"['ADAR', 'AIBR']"
1,7077710,7185602,0.0,0.7684558464317341,ADAR,125,1,URXR,['ADAR']
2,7077776,7185436,0.0213596550066008,0.7603659154804726,ADAR,125,1,SMBDL,"['ADAR', 'AVBR']"
3,7077644,7184812,0.1043195941892974,0.5678460504202926,ADAR,125,1,RIFR,"['AVBR', 'ADAR']"
4,7077642,7184799,0.0972035695843618,0.5678460504202926,ADAR,125,1,RIFR,"['ASHR', 'AVBR', 'ADAR']"
5,7077733,7184781,0.0,0.8633971945374151,ADAR,125,1,RICR,"['AVAR', 'ADAR']"
6,7077736,7184780,0.0,0.8812399195805766,ADAR,125,1,RICR,"['AVAR', 'ADAR']"
7,7077605,7184765,0.0,0.4294663555328733,ADAR,125,1,RICL,"['ADAR', 'SMDDR', 'AVAL']"
8,7077668,7184463,0.1156171525949759,0.5678460504202926,ADAR,125,1,PVQR,"['ASKR', 'AIAR', 'ADAR']"
9,7077474,7183983,0.0,0.0505057622022528,ADAR,125,1,DVA,"['PVPR', 'AQR', 'AVAL', 'ADAR']"
10,7077662,7183428,0.0942020353708987,0.5678460504202926,ADAR,125,1,ASHR,"['AIAR', 'ADAR', 'AIBR']"
11,7077764,7183422,0.0,0.9979772738628728,ADAR,125,1,ASHR,"['AVAL', 'AVBR', 'ADAR']"
12,7077668,7182938,0.1156171525949759,0.5678460504202926,ADAR,125,1,AIAR,"['ADAR', 'ASKR', 'AIBR']"
13,7077540,7182925,0.0,0.2328375077412772,ADAR,125,1,AIAR,"['ADAR', 'AIBR', 'RIFR']"
14,7077662,7182840,0.0942020353708987,0.5678460504202926,ADAR,125,1,ADLR,"['ADAR', 'AIBR']"
15,7077458,7182750,0.0,0.0083101130745272,ADAR,125,1,ADER,"['ADAR', 'AVAL']"
16,7077691,7182718,0.0,0.6513201922591206,ADAR,125,0,ADAR,"['AVJL', 'AVBR']"
17,7077674,7182715,0.0465757728068029,0.5678460504202926,ADAR,125,0,ADAR,"['RIPR', 'AVBR']"
18,7077678,7182714,0.0574994256755628,0.5678460504202926,ADAR,125,0,ADAR,"['RIPR', 'AVBR']"
19,7077678,7182713,0.0574994256755628,0.5678460504202926,ADAR,125,0,ADAR,"['RIPR', 'AVBR']"
20,7077782,7182710,0.0097472856095726,0.2197174776275789,ADAR,125,0,ADAR,"['RIMR', 'AVBL']"
21,7077789,7182709,0.0242513867721836,0.2197174776275789,ADAR,125,0,ADAR,"['RIMR', 'AVBR']"
22,7077536,7182707,0.0,0.2218219311700074,ADAR,125,0,ADAR,"['RIMR', 'AVBR']"
23,7077602,7182704,0.0,0.4234260795447123,ADAR,125,0,ADAR,"['RIMR', 'AVAL']"
24,7077626,7182703,0.0,0.5678460504202926,ADAR,125,0,ADAR,"['RIPR', 'OLQVR']"
25,7077626,7182702,0.0,0.5678460504202926,ADAR,125,0,ADAR,"['AVDL', 'ASHR', 'AVBR']"
26,7077691,7182700,0.0,0.6513201922591206,ADAR,125,0,ADAR,"['AVJL', 'AVDL', 'AVBR']"
27,7077709,7182699,0.0,0.7603659154804726,ADAR,125,0,ADAR,"['AVBR', 'AVAR', 'AVJL']"
28,7077712,7182698,0.0,0.774495933720688,ADAR,125,0,ADAR,"['AVJL', 'AVBL']"
29,7077713,7182697,0.0,0.778743465681903,ADAR,125,0,ADAR,"['AVBR', 'AVJL', 'AVAR']"
30,7077756,7182695,0.0,0.9736731187379551,ADAR,125,0,ADAR,"['AVAL', 'AVBL']"
