Unnamed: 0,connector_id,length,dist_from_root,neuron,project,type,inputs,outputs
0,7182504,0.0,0.6251279321734198,ADAL,124,1,URXL,"['RICL', 'ADAL']"
1,7125493,0.0,0.4177800790663548,ADAL,124,1,RICR,"['AVAR', 'ADAL']"
2,7125031,0.0102415099527675,0.7198138541317749,ADAL,124,1,CEPDL,"['RICL', 'URBL', 'URYDL', 'ADAL']"
3,7051238,0.0071148107756342,0.5842705348309708,ADAL,124,1,ASHL,"['ADAL', 'AVBL']"
4,7049059,0.0,0.0258581379604356,ADAL,124,1,ADEL,"['ADAL', 'AVAR']"
5,7006824,0.0019547364792333,0.5842705348309708,ADAL,124,0,ADAL,"['AVBL', 'AVJR']"
6,6989455,0.0,0.265107328647834,ADAL,124,0,ADAL,"['AIBR', 'RIML']"
7,6968577,0.0,0.6105550617863719,ADAL,124,0,ADAL,"['AVBL', 'AVJR', 'AVDR']"
8,6945166,0.0102415099527675,0.7198138541317749,ADAL,124,0,ADAL,"['AVJR', 'AVAL', 'AVBL']"
9,6942483,0.0,0.4622458229464024,ADAL,124,0,ADAL,"['RICR', 'AVAR']"
10,7182388,0.0150201740579256,0.7198138541317749,ADAL,124,1,ASHL,"['ADAL', 'AVDL']"
0,7182510,0.0,0.688696774345162,ADAR,124,1,URXR,"['RICR', 'ADAR']"
1,7125477,0.0,0.4615238239192142,ADAR,124,1,RICL,"['ADAR', 'SMDDR', 'AVAL']"
2,7125353,0.0,0.1797321680936826,ADAR,124,1,PVPR,"['ADAR', 'AVAL']"
3,7050093,0.0533310811845084,0.6442972823086789,ADAR,124,1,ADLR,"['AIAR', 'ADAR', 'AIBR']"
4,7033560,0.0,0.2428914471402456,ADAR,124,0,ADAR,"['AIBL', 'RIMR', 'AVBL']"
5,7027663,0.0,0.6645055156007811,ADAR,124,0,ADAR,"['AVBR', 'AVDL']"
6,7013716,0.0,0.480833133660907,ADAR,124,0,ADAR,"['RICL', 'AVAL']"
0,7125141,0.0571383370953829,0.5354867161530197,ADEL,124,1,DVC,"['ADEL', 'AVAR']"
1,7125120,0.0238405275826666,0.5354867161530197,ADEL,124,1,FLPL,"['ADEL', 'AVAL']"
2,7049059,0.0,0.0670274986392525,ADEL,124,0,ADEL,"['ADAL', 'AVAR']"
3,7049057,0.0330476774343485,0.5354867161530197,ADEL,124,0,ADEL,"['FLPR', 'AVDR', 'AVAR']"
0,7125117,0.0114541611630462,0.5435404550767391,ADER,124,1,FLPL,"['ADER', 'AVDR']"
1,7049063,0.0329492619562419,0.5435404550767391,ADER,124,0,ADER,"['RIGR', 'RIGL', 'PVCR']"
0,7124897,0.0,0.5117500565965448,ADFL,124,1,AWBL,"['ADFL', 'AIZL']"
1,7124873,0.0,0.1438152111296317,ADFL,124,1,AWAL,"['ADFL', 'AWBL']"
2,7124872,0.0,0.3233549171003308,ADFL,124,1,AWAL,"['ADFL', 'AIYL']"
3,7124827,0.0167716458684531,0.4960548345397523,ADFL,124,1,AVHR,"['AIZL', 'ADFL']"
4,7050421,0.0223122011902978,0.4960548345397523,ADFL,124,1,AIYL,"['AIZL', 'ADFL']"
5,7050420,0.0,0.2379893779652508,ADFL,124,1,AIYL,"['ADFL', 'AIZL', 'RIBL']"
6,7050117,0.0,0.8475353976107891,ADFL,124,1,AFDL,"['AIYL', 'ADFL']"
7,7049088,0.0,0.9206940034963856,ADFL,124,0,ADFL,"['AUAL', 'AIZL']"
8,7049087,0.0,0.3738529188822617,ADFL,124,0,ADFL,"['AUAL', 'RIAL']"
9,7049086,0.0,0.3738529188822617,ADFL,124,0,ADFL,"['AIZL', 'RIAL']"
10,7049083,0.0,0.5117500565965448,ADFL,124,0,ADFL,"['AVHR', 'AIZL']"
11,7049072,0.0,0.7836715194990791,ADFL,124,0,ADFL,"['ASER', 'AIYL']"
0,7124903,0.0,0.7836316074156486,ADFR,124,1,AWBR,"['ADFR', 'AVHL']"
1,7124901,0.0106328657647074,0.6184416321054625,ADFR,124,1,AWBR,"['ASER', 'AIZR', 'ADFR', 'AIAR']"
2,7050460,0.0,0.3264979616380534,ADFR,124,1,AIZR,"['SMBVR', 'SMBDR', 'ADFR']"
3,7050454,0.0,0.6675214821933643,ADFR,124,1,AIZR,"['AIAR', 'ADFR']"
4,7050428,0.0,0.1532726345931695,ADFR,124,1,AIYR,"['AIZR', 'RIBR', 'ADFR']"
5,7049105,0.0,0.3538309988109068,ADFR,124,0,ADFR,"['AIZR', 'RIAR']"
6,7049104,0.0369964895566264,0.909583290479418,ADFR,124,0,ADFR,['AIZR']
7,7049102,0.0391501326551851,0.909583290479418,ADFR,124,0,ADFR,"['AIZR', 'AUAR']"
8,7049099,0.0,0.6531363646050297,ADFR,124,0,ADFR,"['ASER', 'AIZR', 'AIAR']"
9,7049095,0.0,0.6361470385057023,ADFR,124,0,ADFR,"['AUAR', 'AIZR']"
10,7049094,0.0,0.629903785926567,ADFR,124,0,ADFR,"['URXR', 'AIZR']"
11,7049093,0.0,0.3783053517241498,ADFR,124,0,ADFR,"['AIZR', 'RIAR']"
0,7124871,0.0966959304833504,0.1488928253199874,ADLL,124,1,AWAL,"['AWBL', 'ADLL']"
1,7124869,0.0,0.1350409845319215,ADLL,124,1,AWAL,"['ADLL', 'PVQL']"
2,7050085,0.0,0.1864434053295777,ADLL,124,0,ADLL,"['AIBL', 'AWCL', 'ASKL']"
3,7050062,0.0,0.8687636094491675,ADLL,124,0,ADLL,['ASKL']
4,7050060,0.0,0.1306183089316518,ADLL,124,0,ADLL,"['AWCL', 'AIAL', 'ASKL']"
5,7050059,0.0,0.4517315726638724,ADLL,124,0,ADLL,"['AIBL', 'ASKL']"
6,7050052,0.0,0.0406968544867697,ADLL,124,0,ADLL,"['PVQL', 'ASKL']"
0,7124971,0.0,0.3973656406625001,ADLR,124,1,AWCR,"['ADLR', 'AIAR']"
1,7124881,0.0,0.3923573274530694,ADLR,124,1,AWAR,"['ADLR', 'ASKR', 'ASER']"
2,7124823,0.4144459358907142,0.2769333400470023,ADLR,124,1,AVHL,['ADLR']
3,7050094,0.0,0.9212066074406218,ADLR,124,0,ADLR,['ASKR']
4,7050093,0.1695747161230902,0.2769333400470023,ADLR,124,0,ADLR,"['AIAR', 'ADAR', 'AIBR']"
5,7050092,0.0,0.3436209751977647,ADLR,124,0,ADLR,"['AIAR', 'AWCR']"
6,7050088,0.0,0.2356782791695493,ADLR,124,0,ADLR,"['CEPshVR', 'AIAR']"
7,7050087,0.0,0.3436209751977647,ADLR,124,0,ADLR,"['ASER', 'AIBR', 'ASKR']"
8,7050086,0.0,0.3266333942881892,ADLR,124,0,ADLR,"['ASKR', 'AIBR']"
0,7050413,0.0071942658985575,0.4231496099576289,AFDL,124,1,AINR,"['ASER', 'AFDL']"
1,7050401,0.0,0.4270678632312708,AFDL,124,1,AINR,['AFDL']
2,7050395,0.0,0.117695757216173,AFDL,124,1,AINR,"['AIBL', 'AFDL', 'AUAL']"
3,7050391,0.0,0.9670183396496408,AFDL,124,1,AINR,"['AFDL', 'AUAL']"
4,7050117,0.0,0.8522068273260869,AFDL,124,0,AFDL,"['AIYL', 'ADFL']"
5,7050115,0.0,0.8812725456314892,AFDL,124,0,AFDL,['AIYL']
6,7050113,0.0,0.4374355380862954,AFDL,124,0,AFDL,['AIYL']
0,7051153,0.0040379134995673,0.8589678165221055,AFDR,124,1,ASEL,"['AIYR', 'AFDR']"
1,7050390,0.0,0.6122779873804661,AFDR,124,1,AINL,"['AFDR', 'AUAR']"
2,7050123,0.0,0.5616243958962462,AFDR,124,0,AFDR,['AIYR']
3,7050122,0.0,0.5400358761262973,AFDR,124,0,AFDR,['AIYR']
4,7050112,0.0037874733535828,0.0367955927457155,AFDR,124,0,AFDR,['AIYR']
0,7125363,0.0,0.2889840260434885,AIAL,124,1,PVQL,"['ASKL', 'ASJL', 'AIAL']"
1,7125361,0.0706543014421678,0.5150441006090014,AIAL,124,1,PVQL,['AIAL']
2,7125359,0.0320083342365937,0.9333288430387676,AIAL,124,1,PVQL,"['ASKL', 'AIAL']"
3,7124970,0.014369678405055,0.8629449456054192,AIAL,124,1,AWCR,['AIAL']
4,7124956,0.0188172993523607,0.8629449456054192,AIAL,124,1,AWCL,"['AIBL', 'AIAL']"
5,7124922,0.0,0.5802929560629541,AIAL,124,1,AWCL,"['AIBL', 'AIAL']"
6,7124921,0.0,0.5701461787538138,AIAL,124,1,AWCL,"['AIBL', 'AIAL']"
7,7124867,0.0,0.9333288430387676,AIAL,124,1,AWAL,"['PVQL', 'AIAL']"
8,7124866,0.0,0.9667969232159808,AIAL,124,1,AWAL,['AIAL']
9,7124805,0.0262330510595439,0.5150441006090014,AIAL,124,1,ASKL,['AIAL']
10,7124804,0.039620379647133,0.5150441006090014,AIAL,124,1,ASKL,['AIAL']
11,7051228,0.0,0.3853769674386845,AIAL,124,1,ASGL,"['AIML', 'AIAL']"
12,7051227,0.0,0.1857352546953658,AIAL,124,1,ASGL,['AIAL']
13,7051223,0.0,0.5210678523578346,AIAL,124,1,ASGL,['AIAL']
14,7050438,0.0,0.6323546086209922,AIAL,124,1,AIZL,"['AIAL', 'ASER']"
15,7050379,0.0,0.1946973684005499,AIAL,124,1,AIML,"['AIAL', 'ASGL']"
16,7050377,0.0,0.4008268862185891,AIAL,124,1,AIML,"['AIAL', 'ASGL']"
17,7050138,0.0,0.8587477534063843,AIAL,124,0,AIAL,"['ASER', 'AWCR']"
18,7050131,0.0,0.8629449456054192,AIAL,124,0,AIAL,"['AIBL', 'AWBL']"
19,7050129,0.0,0.551011713432861,AIAL,124,0,AIAL,"['AIBL', 'ASKL']"
20,7050127,0.0,0.3366102780672347,AIAL,124,0,AIAL,"['AIBL', 'ASKL', 'RIFL']"
21,7050060,0.0,0.565892303709438,AIAL,124,1,ADLL,"['AWCL', 'AIAL', 'ASKL']"
22,7182389,0.0,0.3830569329797094,AIAL,124,1,ASHL,"['AIBL', 'AIAL']"
23,7182387,0.0,0.5257127217030743,AIAL,124,1,ASHL,['AIAL']
0,7125370,0.011252268577737,0.5647466792535727,AIAR,124,1,PVQR,"['AIAR', 'CEPshVR']"
1,7125369,0.0172554930137418,0.5647466792535727,AIAR,124,1,PVQR,"['ASKR', 'AIAR']"
2,7125368,0.0,0.9766216605865796,AIAR,124,1,PVQR,['AIAR']
3,7125367,0.0,0.1951609279226681,AIAR,124,1,PVQR,['AIAR']
4,7124974,0.0,0.6432942201509955,AIAR,124,1,AWCR,['AIAR']
5,7124971,0.0,0.7081216793785835,AIAR,124,1,AWCR,"['ADLR', 'AIAR']"
6,7124963,0.0,0.9586447859198746,AIAR,124,1,AWCR,['AIAR']
7,7124939,0.0,0.7284209587551759,AIAR,124,1,AWCL,"['AIBR', 'AIAR']"
8,7124927,0.0193202434975494,0.9586447859198746,AIAR,124,1,AWCL,"['AIAR', 'AIBR']"
9,7124923,0.0,0.7149368661815462,AIAR,124,1,AWCL,"['AIBR', 'AIAR']"
