Unnamed: 0,node_id,connector_id,length,dist_from_root,neuron,project,type,inputs,outputs
0,4878621,5049072,0.0,0.8914119047877008,ADAL,106,0,ADAL,"['RIPL', 'IL2DL']"
1,4878547,5037556,0.0,0.7435650098189867,ADAL,106,1,URXL,"['ADAL', 'AVEL']"
2,4878532,5037516,0.0,0.710075021200595,ADAL,106,1,URBL,"['ADAL', 'PVR', 'CEPVL']"
3,4878668,5037305,0.0229130935394774,0.8356920847345715,ADAL,106,1,SMBDR,"['AVBL', 'ADAL']"
4,4878640,5037296,0.0,0.963079204710457,ADAL,106,1,SMBDL,"['ADAL', 'SAAVR']"
5,4878557,5037122,0.0011595375357181,0.7724103725511121,ADAL,106,1,RMGL,"['ADAL', 'AVBL', 'ASHL']"
6,4878682,5036545,0.0016373166950092,0.4359526818299646,ADAL,106,1,RIFL,"['AVBL', 'ADAL', 'ALML', 'RIML']"
7,4878393,5036503,0.0,0.5143302896261589,ADAL,106,1,RICR,"['RIML', 'RMHL', 'ADAL']"
8,4878281,5032673,0.0,0.3145561651257882,ADAL,106,1,FLPR,"['ADAL', 'AVAR', 'AVBR']"
9,4878275,5032641,0.0,0.3050556446420351,ADAL,106,1,FLPL,"['DVA', 'FLPR', 'ADAL']"
10,4878235,5032580,0.0,0.2494808627578492,ADAL,106,1,DVA,"['AVAR', 'ADAL', 'AQR', 'PVPL']"
11,4878328,5031077,0.0,0.3895567107504296,ADAL,106,1,AVHR,"['RIML', 'ADAL']"
12,4878512,5030621,0.0577457187917008,0.6856945576174521,ADAL,106,1,ASHL,"['AVDR', 'ADAL', 'ADLL', 'AVBL']"
13,5030619,5030617,0.039606733112501,0.6856945576174521,ADAL,106,1,ASHL,"['ADAL', 'AVBL', 'AVDR', 'AVAL']"
14,4878544,5030614,0.0,0.7384055335993459,ADAL,106,1,ASHL,"['ADAL', 'URXL', 'AVEL']"
15,4878684,4976807,0.0044275925197883,0.4359526818299646,ADAL,106,0,ADAL,"['AVBR', 'SIBVL']"
16,4878466,4976806,0.0,0.6623234637657516,ADAL,106,0,ADAL,"['OLQVL', 'RIPL']"
17,4878530,4976804,0.0,0.7049135781139212,ADAL,106,0,ADAL,"['AVJR', 'AVBL', 'ASHL']"
18,4878706,4976834,0.027913457120971,0.4359526818299646,ADAL,106,0,ADAL,"['RIML', 'AVJR', 'AVBL']"
19,4878489,4977110,0.0460661753317704,0.6856945576174521,ADAL,106,1,ADLL,['ADAL']
20,4878707,4976833,0.0292997946185891,0.4359526818299646,ADAL,106,0,ADAL,"['AVBL', 'RIML']"
21,4878556,4976800,0.0,0.7724103725511121,ADAL,106,0,ADAL,"['AVBL', 'AVEL']"
22,4878298,4976867,0.0086529098167931,0.3402728561605936,ADAL,106,0,ADAL,"['AVBL', 'RIML']"
23,4878508,4976830,0.046380240288574,0.6856945576174521,ADAL,106,0,ADAL,"['RIPL', 'AVBL']"
24,4878658,4976829,0.0058464941656229,0.8356920847345715,ADAL,106,0,ADAL,"['AVBL', 'AVJR']"
25,4878613,4976790,0.0,0.8778338471036498,ADAL,106,0,ADAL,"['AVBR', 'RIPL']"
26,4878663,4976820,0.0148759942613522,0.8356920847345715,ADAL,106,0,ADAL,"['AVBL', 'AVAL', 'AVJR']"
27,4878298,4976817,0.0086529098167931,0.3402728561605936,ADAL,106,0,ADAL,"['RIML', 'RIML', 'RIAL', 'AVBR']"
28,4977135,4977132,0.0342347832730518,0.6856945576174521,ADAL,106,1,ADLL,"['AVAL', 'ADAL', 'ASHL']"
0,4805824,9652964,0.0,0.8308180069997405,ADAR,106,1,ASHR,"['ADAR', 'AVER']"
1,4805828,5037579,0.0,0.8551505664032188,ADAR,106,1,URXR,"['RICR', 'ADAR']"
2,4805865,5037284,0.0,0.9707718723382686,ADAR,106,1,SMBDL,"['AVBR', 'ADAR', 'SIBDL']"
3,4805849,5036513,0.0,0.943850617483945,ADAR,106,1,RICR,"['ADAR', 'AVAR']"
4,5033086,5033085,0.0,0.8894302566879853,ADAR,106,1,PVCR,"['AVER', 'ADAR']"
5,4805789,5030670,0.0304706986877838,0.8230584633470399,ADAR,106,1,ASHR,"['AVBR', 'ADAR']"
6,4805870,5030371,0.0,0.9817671616116824,ADAR,106,1,ALMR,"['CEPDR', 'ADAR']"
7,4805752,4976877,0.0026648616826882,0.734345251707537,ADAR,106,0,ADAR,"['RICR', 'OLQVR', 'URAVR']"
8,4805792,4976904,0.0414155516157169,0.8230584633470399,ADAR,106,0,ADAR,"['ASHR', 'AVBR']"
9,4805813,4976903,0.1074050127460291,0.8230584633470399,ADAR,106,0,ADAR,"['AIBR', 'AIAR']"
10,4805825,4976872,0.0,0.8375616492474779,ADAR,106,0,ADAR,"['RICR', 'AVBR', 'AVJL']"
11,4805828,4976871,0.0,0.8551505664032188,ADAR,106,0,ADAR,"['AVER', 'AVBR']"
12,4805819,4977154,0.1281514050931467,0.8230584633470399,ADAR,106,1,ADLR,"['ADAR', 'AIAR', 'AWCR', 'AIBR']"
13,4805857,4976870,0.0,0.957551399553991,ADAR,106,0,ADAR,"['AVBL', 'AVJL']"
14,4805523,4976899,0.0,0.270604329453479,ADAR,106,0,ADAR,"['RIMR', 'AVBR']"
15,4805864,4976869,0.0,0.9694017152637608,ADAR,106,0,ADAR,"['AVBR', 'AVJL']"
