Unnamed: 0,connector_id,length,dist_from_root,neuron,project,type,inputs,outputs
0,7185610,0.0,0.7932164164625795,ADAL,125,1,URXL,"['IL2L', 'ADAL', 'AVEL']"
1,7185580,0.0,0.6905237769326744,ADAL,125,1,URBL,"['URXL', 'ADAL']"
2,7184957,0.0242404018914815,0.2897038954769643,ADAL,125,1,RIML,"['ADAL', 'AVBL', 'AVJR']"
3,7184763,0.0090275880497253,0.9084941981130616,ADAL,125,1,RICL,"['ADAL', 'AVAL']"
4,7184414,0.0,0.2139023238416064,ADAL,125,1,PVPL,"['DVC', 'AVAR', 'ADAL']"
5,7183714,0.024958377203117,0.2349182354533932,ADAL,125,1,AVM,"['AVER', 'AVBL', 'ADAL']"
6,7183384,0.080542463399109,0.7538619003454045,ADAL,125,1,ASHL,"['AIBL', 'ADAL']"
7,7183372,0.0,0.7538619003454045,ADAL,125,1,ASHL,"['ADAL', 'AVAL', 'AVBL']"
8,7183370,0.0,0.7777647347281355,ADAL,125,1,ASHL,"['ADAL', 'AVBL']"
9,7182906,0.0,0.2984600092095443,ADAL,125,1,AIAL,"['ADAL', 'RIFL', 'AIBL']"
10,7182902,0.0993264130154279,0.7538619003454045,ADAL,125,1,AIAL,"['AIBL', 'ASKL', 'ADAL']"
11,7182725,0.0,0.010367756946528,ADAL,125,1,ADEL,"['AVAR', 'AVDR', 'ADAL']"
12,7182724,0.0,0.0933977269544564,ADAL,125,1,ADEL,"['ADAL', 'AVAR']"
13,7182676,0.0,0.7272096009389141,ADAL,125,0,ADAL,"['AVJR', 'AVBL']"
14,7182687,0.0055565768707318,0.2897038954769643,ADAL,125,0,ADAL,"['RIML', 'AVBL']"
15,7182686,0.012211268328873,0.9084941981130616,ADAL,125,0,ADAL,"['AVBL', 'AVJR', 'AVAL']"
16,7182684,0.0095882863759592,0.7538619003454045,ADAL,125,0,ADAL,"['AVAL', 'AVBL']"
17,7182682,0.0924027650107549,0.7538619003454045,ADAL,125,0,ADAL,"['AIAL', 'AIBL']"
18,7182681,0.0,0.2439826174798973,ADAL,125,0,ADAL,"['RIML', 'AVBL']"
19,7182680,0.0,0.306758114810676,ADAL,125,0,ADAL,"['RIML', 'AVBL', 'AVHR', 'PVPL', 'AVBR']"
20,7182679,0.0,0.3378950702310346,ADAL,125,0,ADAL,"['RIML', 'AVBL']"
21,7182678,0.0,0.4560118479810757,ADAL,125,0,ADAL,"['SDQR', 'AVBR', 'AVAR']"
22,7182674,0.0,0.7932164164625795,ADAL,125,0,ADAL,"['AVBL', 'RICL']"
23,7182673,0.0048652787697919,0.9084941981130616,ADAL,125,0,ADAL,"['AVBL', 'AVJR', 'AVAL']"
24,7182672,0.0,0.9806908201785296,ADAL,125,0,ADAL,['RIPL']
0,7182944,0.1015663512091322,0.5678460504202926,ADAR,125,1,AIAR,"['ADAR', 'AIBR']"
1,7185602,0.0,0.7684558464317341,ADAR,125,1,URXR,['ADAR']
2,7185436,0.0213596550066008,0.7603659154804726,ADAR,125,1,SMBDL,"['ADAR', 'AVBR']"
3,7184812,0.1043195941892974,0.5678460504202926,ADAR,125,1,RIFR,"['AVBR', 'ADAR']"
4,7184799,0.0972035695843618,0.5678460504202926,ADAR,125,1,RIFR,"['ASHR', 'AVBR', 'ADAR']"
5,7184781,0.0,0.8633971945374151,ADAR,125,1,RICR,"['AVAR', 'ADAR']"
6,7184780,0.0,0.8812399195805766,ADAR,125,1,RICR,"['AVAR', 'ADAR']"
7,7184765,0.0,0.4294663555328733,ADAR,125,1,RICL,"['ADAR', 'SMDDR', 'AVAL']"
8,7184463,0.1156171525949759,0.5678460504202926,ADAR,125,1,PVQR,"['ASKR', 'AIAR', 'ADAR']"
9,7183983,0.0,0.0505057622022528,ADAR,125,1,DVA,"['PVPR', 'AQR', 'AVAL', 'ADAR']"
10,7183428,0.0942020353708987,0.5678460504202926,ADAR,125,1,ASHR,"['AIAR', 'ADAR', 'AIBR']"
11,7183422,0.0,0.9979772738628728,ADAR,125,1,ASHR,"['AVAL', 'AVBR', 'ADAR']"
12,7182938,0.1156171525949759,0.5678460504202926,ADAR,125,1,AIAR,"['ADAR', 'ASKR', 'AIBR']"
13,7182925,0.0,0.2328375077412772,ADAR,125,1,AIAR,"['ADAR', 'AIBR', 'RIFR']"
14,7182840,0.0942020353708987,0.5678460504202926,ADAR,125,1,ADLR,"['ADAR', 'AIBR']"
15,7182750,0.0,0.0083101130745272,ADAR,125,1,ADER,"['ADAR', 'AVAL']"
16,7182718,0.0,0.6513201922591206,ADAR,125,0,ADAR,"['AVJL', 'AVBR']"
17,7182715,0.0465757728068029,0.5678460504202926,ADAR,125,0,ADAR,"['RIPR', 'AVBR']"
18,7182714,0.0574994256755628,0.5678460504202926,ADAR,125,0,ADAR,"['RIPR', 'AVBR']"
19,7182713,0.0574994256755628,0.5678460504202926,ADAR,125,0,ADAR,"['RIPR', 'AVBR']"
20,7182710,0.0097472856095726,0.2197174776275789,ADAR,125,0,ADAR,"['RIMR', 'AVBL']"
21,7182709,0.0242513867721836,0.2197174776275789,ADAR,125,0,ADAR,"['RIMR', 'AVBR']"
22,7182707,0.0,0.2218219311700074,ADAR,125,0,ADAR,"['RIMR', 'AVBR']"
23,7182704,0.0,0.4234260795447123,ADAR,125,0,ADAR,"['RIMR', 'AVAL']"
24,7182703,0.0,0.5678460504202926,ADAR,125,0,ADAR,"['RIPR', 'OLQVR']"
25,7182702,0.0,0.5678460504202926,ADAR,125,0,ADAR,"['AVDL', 'ASHR', 'AVBR']"
26,7182700,0.0,0.6513201922591206,ADAR,125,0,ADAR,"['AVJL', 'AVDL', 'AVBR']"
27,7182699,0.0,0.7603659154804726,ADAR,125,0,ADAR,"['AVBR', 'AVAR', 'AVJL']"
28,7182698,0.0,0.774495933720688,ADAR,125,0,ADAR,"['AVJL', 'AVBL']"
29,7182697,0.0,0.778743465681903,ADAR,125,0,ADAR,"['AVBR', 'AVJL', 'AVAR']"
30,7182695,0.0,0.9736731187379551,ADAR,125,0,ADAR,"['AVAL', 'AVBL']"
31,7182694,0.0,0.986782622245646,ADAR,125,0,ADAR,"['AVBL', 'AVAL']"
0,7184064,0.1287646932456386,0.2298011744091162,ADEL,125,1,FLPR,"['PVCL', 'FLPL', 'AVER', 'ADEL']"
1,7183715,0.0235412815899892,0.4645069377891437,ADEL,125,1,AVM,"['ADER', 'ADEL']"
2,7183288,0.0752766610397933,0.4645069377891437,ADEL,125,1,AQR,"['AVAL', 'ADEL', 'AVAR']"
3,7183287,0.0843735124682932,0.4645069377891437,ADEL,125,1,AQR,"['ADEL', 'ADER']"
4,7182756,0.0602415136590322,0.550785729296885,ADEL,125,1,ADER,"['RIGR', 'ADEL']"
5,7182755,0.0534740102734034,0.550785729296885,ADEL,125,1,ADER,"['RIGR', 'ADEL']"
6,7182753,0.1678844719092499,0.2298011744091162,ADEL,125,1,ADER,"['RIGL', 'ADEL']"
7,7182727,0.0582630516193801,0.4645069377891437,ADEL,125,0,ADEL,['RIGL']
8,7182725,0.0,0.0291781634517554,ADEL,125,0,ADEL,"['AVAR', 'AVDR', 'ADAL']"
9,7182724,0.0,0.3006113379395635,ADEL,125,0,ADEL,"['ADAL', 'AVAR']"
10,7182723,0.0,0.5757178291182371,ADEL,125,0,ADEL,"['RIGR', 'ADER']"
11,7182722,0.0,0.6144542192169151,ADEL,125,0,ADEL,['RIGR']
12,7182721,0.0,0.932841333514407,ADEL,125,0,ADEL,"['SAADR', 'RIGR']"
13,7182720,0.0,0.9871196046153708,ADEL,125,0,ADEL,['RIGR']
0,7184063,0.1345769445150219,0.5116152460920826,ADER,125,1,FLPR,"['AVAR', 'ADER']"
1,7183715,0.0583757673784755,0.5116152460920826,ADER,125,1,AVM,"['ADER', 'ADEL']"
2,7183287,0.1649622944451289,0.5116152460920826,ADER,125,1,AQR,"['ADEL', 'ADER']"
3,7182756,0.0,0.44079802113662,ADER,125,0,ADER,"['RIGR', 'ADEL']"
4,7182755,0.0432477276643531,0.5376578223064422,ADER,125,0,ADER,"['RIGR', 'ADEL']"
5,7182753,0.0,0.6590977011988637,ADER,125,0,ADER,"['RIGL', 'ADEL']"
6,7182752,0.0,0.9497157750501152,ADER,125,0,ADER,"['RIGL', 'AVAR']"
7,7182751,0.0,1.0,ADER,125,0,ADER,"['RIGL', 'AVAR']"
8,7182750,0.0,0.027952295648845,ADER,125,0,ADER,"['ADAR', 'AVAL']"
9,7182723,0.0615167272423806,0.5376578223064422,ADER,125,1,ADEL,"['RIGR', 'ADER']"
0,7185035,0.0,0.870149639501783,ADFL,125,1,RIR,"['ADFL', 'AIZL', 'AIYL']"
1,7185024,0.0107576500079002,0.9049233441992304,ADFL,125,1,RIR,"['ADFL', 'AIZL']"
2,7185007,0.0204193980757095,0.9503969563720602,ADFL,125,1,RIR,['ADFL']
3,7183766,0.0075578055861595,0.9918595507033168,ADFL,125,1,AWBR,"['AUAR', 'ADFR', 'ADFL']"
4,7183763,0.0,0.2315400780278033,ADFL,125,1,AWBL,"['ADFL', 'SMBDL', 'AIZL', 'RIAL']"
5,7183762,0.0,0.3444507119507733,ADFL,125,1,AWBL,"['AIZL', 'RIAL', 'SMBVL', 'ADFL']"
6,7183761,0.0,0.6536709959497676,ADFL,125,1,AWBL,"['ADFL', 'AIZL']"
7,7183760,0.0,0.6536709959497676,ADFL,125,1,AWBL,"['AIZL', 'ADFL']"
