,dist_from_root,length,project,leafnode,n_synapse
0,0.0,0.18370809245585593,L1 16hr,4236803,7
1,0.004726333830727863,0.14840013563285026,L1 8hr,6335117,0
2,0.0062964361677151645,0.12467645519475751,daf-2 dauer,10601606,1
3,0.022675983046848938,0.14788525063963184,SEM adult,8327592,3
4,0.02857727311589629,0.13007915314881355,L2,4943235,5
5,0.05635748560651747,0.13060647905727052,N2 dauer (Stigloher3),9589782,2
6,0.10758571269805525,9.995695706710183,TEM adult,8214770,56
7,0.16385615191647684,0.04735433391254966,L1 16hr,4236286,0
8,0.17899823493295158,0.02646056096484225,L3,7114845,0
9,0.18974375590607975,0.01856143350209962,N2 dauer (Stigloher2),8980204,0
10,0.19581271380271792,0.015706152685496945,L3,7114862,0
11,0.21259804098115437,0.21586789869524473,L3,7115273,0
12,0.21558505162074693,0.014888744046743818,N2 dauer (Stigloher3),16681324,0
13,0.23358736462681629,0.014628025882408868,daf-2 dauer,10601570,0
14,0.23391269294481798,0.1558325186902001,L3,7654405,0
15,0.23996848797719275,0.027868392889303154,L3,7114909,1
16,0.2518773009765599,0.04032895410410425,SEM adult,8328917,2
17,0.2520694907203915,0.011084645574018101,L2,4943238,0
18,0.25792378330709276,0.015638202782811868,daf-2 dauer,10601228,0
19,0.29952778442774197,0.012557740897112863,daf-2 dauer,10601566,0
20,0.3002131365794395,0.0149670788012726,SEM adult,8327882,0
21,0.30555134978956017,0.01724293495316134,L1 8hr,6334995,0
22,0.31864630429907753,0.007339681202350188,SEM adult,8327919,0
23,0.32415505939606293,0.02065404777482871,L2,4943255,0
24,0.3346116180886436,0.007859203926667559,SEM adult,8328875,0
25,0.34412045564947064,0.005580281300169974,SEM adult,8328869,0
26,0.34594283983112534,0.007266967368743211,SEM adult,8328867,0
27,0.37835121844626063,0.02141621740237955,L1 5hr,9602047,0
28,0.3971633747651897,0.01922565111157168,daf-2 dauer,15138111,0
29,0.4197350552888949,0.22832613856778333,L3,7115351,1
30,0.43958340174995414,0.07685359528101118,N2 dauer (Stigloher2),8978470,1
31,0.43969862544776167,0.015314878799809636,daf-2 dauer,10601562,1
32,0.4850338338397272,0.04760280446627716,N2 dauer (Stigloher3),9599136,0
33,0.5037849846567297,0.03538834882302238,N2 dauer (Stigloher3),16681309,1
34,0.5081751293124125,0.01021006095659015,L1 8hr,6334972,0
35,0.5287455662813861,0.015484234478164376,SEM adult,8328120,0
36,0.5310823607579812,0.008942884185401461,daf-2 dauer,10601557,0
37,0.5400286461037094,0.06410202081374661,L1 0hr,6821582,0
38,0.5420365093926056,0.07392886367689304,N2 dauer (Stigloher2),8970099,0
39,0.5484393158006479,0.4512375445777389,L1 5hr,9559159,0
40,0.5662418827026021,0.013010058425770034,N2 dauer (Stigloher3),9588069,0
41,0.5706915564616873,0.01251295694603739,N2 dauer (Stigloher2),8652223,0
42,0.577525933447013,0.25608125867511733,L3,7115316,3
43,0.5858242972183716,0.4877098685889434,TEM adult,8214954,1
44,0.6002367760074997,0.038193329787707286,N2 dauer (Stigloher3),9600229,0
45,0.6063172099106992,0.004458134761350934,daf-2 dauer,10601368,0
46,0.6082122465714446,0.000856122712195916,N2 dauer (Stigloher3),9501854,0
47,0.6301543184477384,0.20993619970594266,L1 0hr,6821206,0
48,0.6355199117586049,0.05750167186841467,N2 dauer (Stigloher3),16680248,0
49,0.6401649904826254,0.14807623420176788,L3,7654409,0
50,0.6991388951407479,0.01645268330170223,L3,7115046,1
51,0.7070311718486907,0.020485026814957417,N2 dauer (Stigloher3),9528939,0
52,0.7129818465080563,0.02926079644572671,N2 dauer (Stigloher2),8784984,0
53,0.7158725810534178,0.02672237317700935,N2 dauer (Stigloher3),9592764,1
54,0.723968504698001,0.02692283075924401,L1 16hr,5066713,0
55,0.7259774018765743,0.026854930694733322,N2 dauer (Stigloher2),8978030,0
56,0.7361753572591698,0.12574067335430175,L1 5hr,9559133,0
57,0.7849015907758151,0.018492298977504873,N2 dauer (Stigloher3),16680395,0
58,0.7856884504359337,0.005726418636618328,daf-2 dauer,10601448,0
59,0.7937547553150672,0.03385205453392196,daf-2 dauer,10601552,1
60,0.8496559596238676,0.012272774391200055,N2 dauer (Stigloher2),8784955,0
61,0.8539155162366243,0.011825509320623597,daf-2 dauer,10601538,0
62,0.8769214122871405,0.012983727793639273,L1 16hr,5066711,0
63,0.9100394523890799,0.028025948332944983,L2,4942187,0
64,0.922339325589848,0.010486873611570477,L2,4942154,0
65,0.9320735521074108,0.02504472576112319,L1 8hr,6334907,0
66,0.9455743913759564,0.020681110493606922,N2 dauer (Stigloher3),16681274,0
67,0.9736204353347482,0.013745599376900737,L1 8hr,6334916,0
68,0.9799734193478323,0.0191785932182105,L2,4942109,0
69,0.981540056261019,0.006197915010422507,daf-2 dauer,10601530,0
