Unnamed: 0,connector_id,length,dist_from_root,neuron,project,type,inputs,outputs
0,9009439,0.0068531289838498,0.6649399020685535,ADAL,138,0,ADAL,"['AVAL', 'AVAL', 'AVBR']"
1,9009437,0.0,0.6682326600861903,ADAL,138,0,ADAL,['AVBR']
2,9009429,0.0,0.2631065528074722,ADAL,138,0,ADAL,['AVBR']
3,9009425,0.0,0.1792055658908469,ADAL,138,0,ADAL,"['AVBR', 'RIML']"
4,9009424,0.0,0.148019445188042,ADAL,138,0,ADAL,"['AVBL', 'RIML']"
5,9009423,0.0,0.117324661238526,ADAL,138,0,ADAL,"['RIML', 'AVBL', 'AVBR']"
6,9003452,0.072868481183268,0.1627553234939836,ADAL,138,1,AWBL,"['RIAL', 'ADAL']"
7,9003386,0.072868481183268,0.1627553234939836,ADAL,138,1,AWAL,"['ASHL', 'ADAL', 'AWBL']"
8,9001649,0.0,0.5596118165759627,ADAL,138,1,ASHL,"['ADAL', 'AVDR', 'AVAL']"
9,9001420,0.0,0.2063517428670057,ADAL,138,1,ASEL,"['AWAL', 'ADAL', 'ASHL']"
10,9000124,0.0,0.1955015856408162,ADAL,138,1,AIAL,"['ADAL', 'AIBL', 'ASHL']"
11,8999167,0.0110503372774774,0.2162821104355112,ADAL,138,1,ADFL,"['SMBDL', 'AWBL', 'SIAVL', 'ADAL']"
12,8999161,0.0215406097648209,0.4979313356722885,ADAL,138,1,ADFL,"['ASHL', 'RMGL', 'ADAL']"
13,8980260,0.0165654206381569,0.4979313356722885,ADAL,138,0,ADAL,"['AVJR', 'AVBL']"
14,8980254,0.0,0.6786736076937436,ADAL,138,0,ADAL,"['AVBL', 'AVAL']"
15,8980233,0.0,0.1804023252131694,ADAL,138,0,ADAL,"['RIML', 'AVBL']"
16,8980080,0.0,0.117324661238526,ADAL,138,1,RIML,"['AVBL', 'AVBR', 'ADAL']"
0,9186565,0.0,0.4430269521088678,ADAR,138,0,ADAR,"['SAADR', 'RMFR', 'AVAL']"
1,9009714,0.0,0.2729394870770993,ADAR,138,1,RIMR,['ADAR']
2,9009463,0.0372019207371377,0.5551751653183932,ADAR,138,0,ADAR,['RIPR']
3,9009461,0.039987885903513,0.8601675749452485,ADAR,138,0,ADAR,"['AVAR', 'AVBR']"
4,9009458,0.0,0.1177977782953126,ADAR,138,0,ADAR,"['FLPR', 'AVAL', 'AVAR']"
5,9009449,0.0,0.2280470928010368,ADAR,138,0,ADAR,"['AVBR', 'RIMR']"
6,9009444,0.0,0.2701816811784212,ADAR,138,0,ADAR,['DVA']
7,9009442,0.0,0.6758733604150057,ADAR,138,0,ADAR,['AVBR']
8,9003423,0.0986011749456971,0.2247505701967659,ADAR,138,1,AWAR,"['RIFR', 'ADAR', 'AIAR', 'ASKR']"
9,9001198,0.0,0.1599201412158849,ADAR,138,1,AIBL,"['AVEL', 'RIMR', 'AVBL', 'ADAR']"
10,8999176,0.0,0.3234566107243643,ADAR,138,1,ADFR,"['AVHL', 'ADAR', 'SIBVR']"
11,8982294,0.0979954307997067,0.6456151591482016,ADAR,138,0,ADAR,"['AVFL', 'RIPR']"
12,8980704,0.0170019624951101,0.6456151591482016,ADAR,138,1,PVNLR,"['AVBR', 'ADAR']"
13,8980244,0.0110832366416039,0.5551751653183932,ADAR,138,0,ADAR,"['AVDL', 'AVBR']"
14,8980242,0.0,0.418717396834454,ADAR,138,0,ADAR,"['AVAL', 'SAADR']"
15,8980236,0.0,0.2473764355501588,ADAR,138,1,AIAR,"['AIBR', 'ADAR']"
16,8978402,0.0,0.2364059446562586,ADAR,138,1,AIAR,"['ADAR', 'AIBR']"
0,8978475,0.3786495367954003,0.3685337694462035,ADEL,138,0,ADEL,"['AVAR', 'AVAL']"
0,9008448,0.0,0.7192621649524024,ADER,138,1,IL2R,"['ADER', 'RMDL']"
1,8999150,0.0,0.8424472156744727,ADER,138,0,ADER,"['IL2R', 'URBR']"
2,8999146,0.0,0.926080796666764,ADER,138,0,ADER,"['RMDR', 'RMEL']"
3,8602809,0.0,0.6706581083306133,ADER,138,1,URBR,"['ADER', 'RMDR']"
0,9003443,0.0,0.354397079476159,ADFL,138,0,ADFL,['AWBL']
1,9001311,0.0,0.1295201774526425,ADFL,138,1,AWAL,"['ADFL', 'RIBL', 'AIZL', 'AWBL']"
2,8999167,0.0,0.2495957381065046,ADFL,138,0,ADFL,"['SMBDL', 'AWBL', 'SIAVL', 'ADAL']"
3,8999165,0.0,0.4656735345384554,ADFL,138,0,ADFL,"['AWBL', 'AIZL']"
4,8999161,0.001120400944756,0.5988838742194282,ADFL,138,0,ADFL,"['ASHL', 'RMGL', 'ADAL']"
5,8999157,0.0,0.780478524926019,ADFL,138,0,ADFL,"['AIML', 'AVJL', 'URXL']"
6,8999154,0.0,0.9887901013209126,ADFL,138,0,ADFL,"['AIZR', 'AIZL', 'AIBL']"
0,9003407,0.0,0.267628965860432,ADFR,138,1,AWAR,"['RIFR', 'ASER', 'ADFR']"
1,8980316,0.0,0.1391818583936339,ADFR,138,1,AWAR,"['ASIR', 'ADFR', 'AWBR', 'AIZR']"
2,8999181,0.0,0.1178833632550058,ADFR,138,0,ADFR,"['RIBR', 'AIZR']"
3,8999176,0.0,0.2792613616581135,ADFR,138,0,ADFR,"['AVHL', 'ADAR', 'SIBVR']"
4,8999174,0.0,0.3431526424402515,ADFR,138,0,ADFR,['RIAR']
5,8999171,0.0,0.7710230895308912,ADFR,138,0,ADFR,"['AVDR', 'URXR', 'ASHR']"
6,8980312,0.0,0.1087609397992417,ADFR,138,1,AWAR,['ADFR']
7,8978248,0.0,0.9734389907278562,ADFR,138,0,ADFR,"['AWBR', 'RIFR']"
0,9001709,0.0232698221190747,0.7175816552255767,ADLL,138,1,ASKL,['ADLL']
1,9001413,0.5275112950441327,0.1276993469970676,ADLL,138,1,ASEL,"['AWAL', 'ADLL']"
2,9001406,0.0,0.4247241321939349,ADLL,138,1,ASEL,"['ADLL', 'AIBL']"
3,8993215,0.0,0.8489859813475825,ADLL,138,0,ADLL,"['AIAL', 'ASKL']"
4,8993212,0.0,0.1363095583144838,ADLL,138,0,ADLL,['ASKL']
0,8993219,0.0441954637897957,0.8799577953329364,ADLR,138,0,ADLR,"['ASKR', 'AIAR']"
0,9003446,0.0,0.2052509651699997,AFDL,138,1,AWBL,"['AIYL', 'RIAL', 'AFDL']"
1,9001409,0.0,0.2330986573735404,AFDL,138,1,ASEL,"['AWAL', 'AFDL', 'AIYL']"
2,9001282,0.0,0.9991333963323032,AFDL,138,1,AINR,"['AFDL', 'AWCR', 'ASER']"
3,9001271,0.0,0.2292424421211297,AFDL,138,1,AINR,"['AFDL', 'BAGR']"
4,9001255,0.0062236271526448,0.9589508405170886,AFDL,138,1,AINL,"['AFDL', 'AUAL']"
5,9000090,0.0,0.974283235089878,AFDL,138,0,AFDL,"['AFDR', 'AIYR']"
6,9000088,0.0,0.2187314326836608,AFDL,138,0,AFDL,['AIYL']
7,9000085,0.0,0.3075593461309259,AFDL,138,0,AFDL,['AIYL']
8,9000083,0.0,0.5033788349246511,AFDL,138,0,AFDL,['AIYL']
9,9000082,0.0,0.6703938359322634,AFDL,138,0,AFDL,['AIYL']
10,9000080,0.0,0.7753574334538799,AFDL,138,0,AFDL,['AIYL']
11,8945670,0.0044158394843575,0.9589508405170886,AFDL,138,0,AFDL,['AIYL']
