Unnamed: 0,node_id,connector_id,length,dist_from_root,neuron,project,type,inputs,outputs
0,10608608,11441227,0.0137903521306908,0.6173308006157984,ADAL,186,1,RIML,"['ADAL', 'AVBR', 'AIBR']"
1,10608688,11441201,0.0701406080239577,0.8313737118870695,ADAL,186,1,AWBL,"['ADAL', 'AIML', 'AVFL']"
2,10608561,11441083,0.0,0.285371964697125,ADAL,186,1,RIFL,"['PVQL', 'ADAL']"
3,10608755,11441038,0.0137709154468622,0.3493403662790914,ADAL,186,1,AIAL,"['AIBL', 'ADAL']"
4,10608634,11440912,0.0,0.7194131967811486,ADAL,186,1,URBL,"['RICL', 'RICR', 'RMGL', 'ADAL']"
5,10608729,11440663,0.0235337404279337,0.8313737118870695,ADAL,186,1,SMBDR,"['URBL', 'AVBL', 'ADAL']"
6,10608753,11440358,0.0306480705399637,0.354361067357793,ADAL,186,1,RIFL,"['ADAL', 'PVQL', 'BDUL']"
7,10608623,11440354,0.0,0.6411725444228104,ADAL,186,1,RICR,"['RMGL', 'SIBVL', 'ADAL']"
8,10608720,11440116,0.0,0.9900440404071184,ADAL,186,1,RIFR,"['AIZL', 'ADAL', 'RIML']"
9,10608625,11439439,0.0,0.6496122036435105,ADAL,186,1,CEPVL,"['RICL', 'ADAL', 'URBL']"
10,10608658,11439220,0.0362888506209992,0.7270467715005585,ADAL,186,1,AWBL,"['ASHL', 'ADAL']"
11,10608696,11439013,0.0,0.8702049217666139,ADAL,186,1,URYDL,"['AVAL', 'ADAL']"
12,10608646,11438992,0.0544948584197256,0.7270467715005585,ADAL,186,1,AVFR,"['AVBL', 'ADAL']"
13,10608767,11438843,0.0145274205851822,0.2099637828577022,ADAL,186,1,ASHL,"['AVDR', 'ADAL', 'AIAL', 'ADFL']"
14,10608744,11438785,0.0312347493916622,0.354361067357793,ADAL,186,1,ASEL,"['ADAL', 'ASHL']"
15,10608768,11437932,0.0202191707614079,0.2099637828577022,ADAL,186,1,AIAL,"['Neuron2610110', 'AWAL', 'ADAL', 'PVQL']"
16,10608744,11437929,0.0312347493916622,0.354361067357793,ADAL,186,1,AIAL,"['ADAL', 'AIBL']"
17,10608730,11437163,0.0279653660927792,0.8313737118870695,ADAL,186,1,URBL,"['RICL', 'ADAL', 'AVBR', 'AVBL', 'CEPDL']"
18,11260674,10941723,0.0286690165172464,0.2740452928211787,ADAL,186,1,RIFL,"['AVBL', 'ADAL', 'AVJR', 'RIML']"
19,10608739,11260672,0.0133253729704291,0.699462120844973,ADAL,186,1,RIFL,"['BDUL', 'ADAL']"
20,10608605,10934429,0.0,0.6173308006157984,ADAL,186,1,DVA,"['ADAL', 'AIBR', 'AVBR']"
21,10608749,10932485,0.0478668662086597,0.354361067357793,ADAL,186,1,AWCR,"['ADAL', 'ASGL']"
22,10608637,10951742,0.0219867009095851,0.7270467715005585,ADAL,186,0,ADAL,"['AVAL', 'PVCL', 'AVBL', 'AVJR']"
23,10608613,10951740,0.0316516955271244,0.6173308006157984,ADAL,186,1,AIBR,"['ADAL', 'RIML', 'AVBR']"
24,10608742,10950271,0.0040160704466826,0.354361067357793,ADAL,186,0,ADAL,"['AVBL', 'AVJR']"
25,10608753,10941720,0.0306480705399637,0.354361067357793,ADAL,186,1,RIFL,"['ADAL', 'PVQL']"
26,10608737,10941197,0.0336064849675808,0.699462120844973,ADAL,186,1,RIFL,"['BDUL', 'AVBL', 'ADAL']"
27,10608731,10932509,0.0327270186753787,0.8313737118870695,ADAL,186,1,CEPDL,"['URBL', 'SMBDR', 'AVBL', 'ADAL']"
28,10608743,10932321,0.008131020507317,0.354361067357793,ADAL,186,1,AIAL,['ADAL']
29,10608683,10932282,0.047911829113084,0.8313737118870695,ADAL,186,0,ADAL,"['AVBL', 'AVAL']"
30,10608722,10932274,0.0,0.995118156318875,ADAL,186,1,ADFL,"['ADAL', 'AIZL', 'AIBR']"
31,10608671,10932252,0.0030376091210219,0.8313737118870695,ADAL,186,0,ADAL,"['AVBR', 'AVBL', 'AVAL']"
32,10608628,10932250,0.0,0.699462120844973,ADAL,186,0,ADAL,"['AVBL', 'AVAL']"
33,10608635,10932249,0.0,0.7270467715005585,ADAL,186,0,ADAL,"['AVBL', 'AVJR']"
34,10608602,10932248,0.0,0.5953130563164396,ADAL,186,0,ADAL,"['AIBR', 'SAADL', 'AVBR']"
35,10608606,10932244,0.0043108592517856,0.6173308006157984,ADAL,186,0,ADAL,"['RIML', 'AVBR', 'AIBR']"
0,10609181,11441217,0.0675048251897381,0.2822098281660191,ADAR,186,1,RIFR,"['ADAR', 'ASHR', 'AVHL']"
1,10609120,11441034,0.1099719081709146,0.7720216360885372,ADAR,186,1,AIAR,"['ADLR', 'AIBR', 'ADAR']"
2,10609177,11440366,0.0330014946974972,0.2822098281660191,ADAR,186,1,RIFR,"['RIMR', 'ADAR']"
3,10609178,11440365,0.0372242144365521,0.2822098281660191,ADAR,186,1,RIFR,"['RIMR', 'ADAR']"
4,10609084,11440363,0.0182835341304266,0.7720216360885372,ADAR,186,1,RIFR,"['ASHR', 'AVBR', 'ADAR']"
5,10609152,11439469,0.014355087497372,0.2822098281660191,ADAR,186,1,DVA,"['ADAR', 'RIAR']"
6,10609106,11439239,0.1185847483459393,0.7720216360885372,ADAR,186,1,AIAR,"['AIMR', 'ASKR', 'ADAR']"
7,10609114,11439237,0.1549879687195786,0.7720216360885372,ADAR,186,1,AWCR,"['AIAR', 'ADAR']"
8,10609031,11439029,0.018007186987773,0.8409315020397194,ADAR,186,1,AVJL,"['AVBR', 'AVER', 'ADAR']"
9,10609102,11438937,0.1045749356445378,0.7720216360885372,ADAR,186,1,ASKR,"['AIAR', 'ADAR']"
10,10609108,11438934,0.1288586135197783,0.7720216360885372,ADAR,186,1,ASKR,"['AIAR', 'ADAR']"
11,10609019,11438764,0.0,0.7171323202314075,ADAR,186,1,AQR,"['ADAR', 'AVDL', 'ASHR', 'AVAR']"
12,10609023,11438320,0.0,0.7720216360885372,ADAR,186,1,AIMR,"['ADAR', 'AVFL', 'AVAR']"
13,10609145,11437945,0.0876891930931048,0.6621128583665714,ADAR,186,1,AIBL,"['ADAR', 'RIMR', 'AVBL']"
14,10609138,11437935,0.0621446311264717,0.6621128583665714,ADAR,186,1,AIBL,"['ADAR', 'RIMR', 'AVBL']"
15,10609080,11437905,0.0048520831315433,0.9766940191580058,ADAR,186,1,AIAR,"['ADAR', 'AVAR', 'ASHL']"
16,10609119,11437883,0.1045878190827158,0.7720216360885372,ADAR,186,1,ADLR,"['ADAR', 'AIAR', 'AIBR']"
17,10609057,10950289,0.0336881825604944,0.9212944013443882,ADAR,186,1,URBR,"['ADAR', 'AVBR', 'URYDR', 'AIMR']"
18,10609173,10941726,0.1423044967988173,0.2822098281660191,ADAR,186,1,RIFR,"['PVPR', 'ADAR', 'RIMR', 'AVBR']"
19,10609123,10950279,0.0171693723515161,0.7317588333760404,ADAR,186,1,URBR,"['RIPR', 'ADAR', 'AVBR']"
20,10609121,10941729,0.0052599273550193,0.7317588333760404,ADAR,186,1,RIFR,"['AQR', 'ADAR', 'AVBR']"
21,10609127,10935498,0.0153937052062349,0.7171323202314075,ADAR,186,1,OLQVR,"['URBR', 'ADAR', 'AVDL']"
22,10609026,10934560,0.0,0.8111136909457015,ADAR,186,0,ADAR,"['AVBR', 'AVBR']"
23,10609044,10934558,0.0048411210545479,0.9067825150577968,ADAR,186,0,ADAR,"['AVBL', 'AVBR', 'AVJL', 'AVAR']"
24,10609022,10934554,0.0,0.7317588333760404,ADAR,186,0,ADAR,"['AVDL', 'AVBR']"
25,10609078,10932472,0.0,0.9967108729039896,ADAR,186,1,AWBR,"['AWAR', 'URXR', 'ADAR', 'AIAR']"
26,10609111,10932361,0.1427307718750788,0.7720216360885372,ADAR,186,1,ALA,"['AWCR', 'ASKR', 'AIAR', 'ADAR']"
27,10609052,10932288,0.0,0.9212944013443882,ADAR,186,0,ADAR,"['AVAR', 'AVBL', 'AVBR']"
28,10608978,10932287,0.0,0.2822098281660191,ADAR,186,0,ADAR,"['AVAL', 'AVBL']"
29,10609021,10932286,0.0,0.7273786339467903,ADAR,186,0,ADAR,['AVBR']
30,10609171,10932259,0.1316935854369502,0.2822098281660191,ADAR,186,0,ADAR,"['RIMR', 'AVBR']"
31,10609176,10932258,0.0257193790184964,0.2822098281660191,ADAR,186,0,ADAR,"['RIMR', 'AVBR']"
32,10609023,10932255,0.0,0.7720216360885372,ADAR,186,0,ADAR,"['AVDL', 'AVBR']"
33,10609141,10932253,0.0738482047026559,0.6621128583665714,ADAR,186,0,ADAR,"['RIMR', 'AVBL']"
0,10608229,11441166,0.0,0.4651359382834129,ADEL(0),186,0,ADEL,"['FLPR', 'RIH']"
1,10608308,11441027,0.0989439159525078,0.1430975927481032,ADEL(0),186,0,ADEL,['RIGL']
2,10608308,11441025,0.0989439159525078,0.1430975927481032,ADEL(0),186,0,ADEL,[]
3,10608284,11440688,0.0,0.9177164895658168,ADEL(0),186,0,ADEL,['ADER']
4,10608301,11439684,0.0383543699736946,0.5362433760275697,ADEL(0),186,1,FLPL,"['FLPR', 'ADEL', 'RIH', 'ADER']"
