Unnamed: 0,node_id,connector_id,length,dist_from_root,neuron,project,type,inputs,outputs
0,4423285,4505644,0.0,0.886613625735191,ADAL,98,1,RICR,"['ADAL', 'AVAL', 'RMHL']"
1,4423244,4508951,0.0525433519134712,0.6781681724545998,ADAL,98,0,ADAL,"['SAAVL', 'AVBR', 'AVAL']"
2,4423243,4508952,0.0507750686585542,0.6781681724545998,ADAL,98,0,ADAL,"['AVBR', 'AVAL']"
3,4423197,4508780,0.0,0.4397218086053313,ADAL,98,0,ADAL,"['RIPL', 'AVBL']"
4,4423130,4508752,0.0,0.2281509362472925,ADAL,98,0,ADAL,"['AVBR', 'RIML']"
5,4423131,4508751,0.0,0.2302802729233118,ADAL,98,0,ADAL,"['AVBR', 'RIML']"
6,4423132,4508750,0.0,0.2327724729965926,ADAL,98,0,ADAL,"['RIML', 'AVBR']"
7,4423261,4508712,0.0,0.7908415174394154,ADAL,98,0,ADAL,"['AVBL', 'AVJR']"
8,4423260,4508711,0.0,0.7894055256845135,ADAL,98,0,ADAL,"['AVBL', 'AVJR']"
9,4423259,4508710,0.0,0.7848896009929087,ADAL,98,0,ADAL,"['AVBL', 'AVJR']"
10,4423258,4508709,0.0,0.7820984640667954,ADAL,98,0,ADAL,"['AVBL', 'AVJR']"
11,4423257,4508708,0.0,0.7772038802884594,ADAL,98,0,ADAL,"['AVBL', 'AVJR']"
12,4423257,4508707,0.0,0.7772038802884594,ADAL,98,0,ADAL,"['AVBL', 'AVJR']"
13,4423177,4508629,0.0,0.3519766860715391,ADAL,98,0,ADAL,['AIBR']
14,4423176,4508628,0.0,0.3499784806115013,ADAL,98,0,ADAL,"['AIZL', 'AIBR']"
15,4423175,4508627,0.0,0.3469777700025434,ADAL,98,0,ADAL,"['AIZL', 'AIBR']"
16,4423174,4508626,0.0,0.3440971489288461,ADAL,98,0,ADAL,"['AIBR', 'RIML']"
17,4423223,4508071,0.0,0.5926180193962853,ADAL,98,0,ADAL,"['AVDR', 'AVJR']"
18,4423210,4508070,0.0,0.5747982286963007,ADAL,98,0,ADAL,"['AVDR', 'AVJR']"
19,4423201,4507213,0.0,0.45577442035045,ADAL,98,0,ADAL,"['AVBL', 'AVDR']"
20,4423202,4507212,0.0,0.4638280670320523,ADAL,98,0,ADAL,"['AVBL', 'AVDR']"
21,4423203,4507211,0.0,0.4754459512170019,ADAL,98,0,ADAL,"['AVBL', 'AVDR']"
22,4423330,4506166,0.0062908642879926,0.4324336678666111,ADAL,98,1,RIFL,"['ALML', 'ADAL', 'AVBL']"
23,4423329,4506165,0.0048870548311988,0.4324336678666111,ADAL,98,1,RIFL,"['ADAL', 'AVBL']"
24,4423138,4505592,0.0,0.2557820874157799,ADAL,98,0,ADAL,['RIML']
25,4423255,4502329,0.0,0.7657406734461227,ADAL,98,1,RICL,"['ADAL', 'AVAL']"
26,4423254,4502328,0.0,0.756041289095473,ADAL,98,1,RICL,"['AVAL', 'ADAL']"
27,4423253,4502327,0.0,0.746069285059917,ADAL,98,1,RICL,"['ADAL', 'AVAL']"
28,4423259,4499658,0.0,0.7848896009929087,ADAL,98,1,URBL,"['ADAL', 'RICL']"
29,4423260,4499657,0.0,0.7894055256845135,ADAL,98,1,URBL,"['ADAL', 'RICL']"
30,4423261,4499656,0.0,0.7908415174394154,ADAL,98,1,URBL,"['ADAL', 'RICL']"
31,4423338,4498654,0.0225329186141323,0.2524783608643596,ADAL,98,1,ASHL,"['ADAL', 'AVAR', 'RIAL']"
32,4423334,4498652,0.012260003310249,0.2524783608643596,ADAL,98,1,ASHL,"['RIAL', 'ADAL']"
33,4423137,4498651,0.0,0.2524783608643596,ADAL,98,1,ASHL,"['ADAL', 'RIAL']"
34,4423138,4498650,0.0,0.2557820874157799,ADAL,98,1,ASHL,"['ADAL', 'RIAL']"
35,4423216,4498549,0.0337240670219189,0.5747982286963007,ADAL,98,1,ASHL,"['AVDR', 'ADAL']"
36,4423222,4497540,0.0728331812281164,0.5747982286963007,ADAL,98,1,ADLL,"['AIBL', 'ADAL']"
37,4423222,4497342,0.0728331812281164,0.5747982286963007,ADAL,98,1,ADLL,"['ASKL', 'ADAL']"
38,4423221,4497338,0.0704613787778582,0.5747982286963007,ADAL,98,1,ADLL,"['ADAL', 'AIAL', 'AIBL']"
39,4423222,4497337,0.0728331812281164,0.5747982286963007,ADAL,98,1,ADLL,"['ADAL', 'AIAL', 'AIBL']"
40,4423141,4496762,0.0,0.2612800960897806,ADAL,98,1,ADFL,['ADAL']
41,4423140,4496761,0.0,0.2591612025207343,ADAL,98,1,ADFL,"['RIAL', 'ADAL']"
42,4423140,4496755,0.0,0.2591612025207343,ADAL,98,1,ADFL,"['ASHL', 'ADAL']"
0,4478501,4509473,0.0063793715223535,0.474195138366634,ADAR,98,0,ADAR,"['AVBR', 'AVJL']"
1,4478500,4509472,0.0046307777511781,0.474195138366634,ADAR,98,0,ADAR,"['AVBR', 'AVJL']"
2,4478671,4508972,0.1004914074905368,0.2613145729176804,ADAR,98,0,ADAR,"['RIMR', 'AVBR']"
3,4478495,4508957,0.0,0.4016187246597693,ADAR,98,0,ADAR,['RIPR']
4,4478498,4508956,0.0,0.4716543110380261,ADAR,98,0,ADAR,"['AVBR', 'RIPR']"
5,4478497,4508955,0.0,0.466572252578143,ADAR,98,0,ADAR,"['AVBR', 'RIPR']"
6,4478496,4508954,0.0,0.4610401163987643,ADAR,98,0,ADAR,"['OLQVR', 'AVBR', 'RIPR']"
7,4478656,4508837,0.0031371506893377,0.2613145729176804,ADAR,98,0,ADAR,"['DVA', 'RICL']"
8,4478464,4508836,0.0,0.2613145729176804,ADAR,98,0,ADAR,"['DVA', 'RICL']"
9,4478465,4508835,0.0,0.2626352761953779,ADAR,98,0,ADAR,['RICL']
10,4478467,4508817,0.0,0.268215853895358,ADAR,98,0,ADAR,"['RIMR', 'AVEL']"
11,4478468,4508816,0.0,0.2700469950308497,ADAR,98,0,ADAR,"['RIMR', 'AVEL']"
12,4478647,4508815,0.003059661862883,0.2700469950308497,ADAR,98,0,ADAR,"['AVEL', 'RIMR']"
13,4478648,4508814,0.0067005895362487,0.2700469950308497,ADAR,98,0,ADAR,"['RIMR', 'AVEL']"
14,4478649,4508813,0.0083034582692495,0.2700469950308497,ADAR,98,0,ADAR,"['RIMR', 'AVEL']"
15,4478501,4508573,0.0063793715223535,0.474195138366634,ADAR,98,0,ADAR,['AVJL']
16,4478584,4505721,0.0,0.7388753257613083,ADAR,98,0,ADAR,"['RIPR', 'URADR']"
17,4478585,4505720,0.0,0.7401960290390059,ADAR,98,0,ADAR,"['RIPR', 'RICR', 'URADR']"
18,4478566,4505524,0.0,0.6757936115118149,ADAR,98,1,RICR,"['ADAR', 'AVAR']"
19,4478671,4504868,0.1004914074905368,0.2613145729176804,ADAR,98,1,AVHL,"['ADAR', 'AWBR']"
20,4478670,4504867,0.0959646047132033,0.2613145729176804,ADAR,98,1,AVHL,"['ADAR', 'ADFR', 'AWBR']"
21,4478558,4504498,0.0,0.6569680578646003,ADAR,98,0,ADAR,"['AVBR', 'AVJL']"
22,4478559,4504497,0.0,0.6601923054668198,ADAR,98,0,ADAR,"['AVBR', 'AVJL']"
23,4478560,4504496,0.0,0.6618066553004739,ADAR,98,0,ADAR,"['AVBR', 'AVJL']"
24,4478561,4504495,0.0,0.6641702866255305,ADAR,98,0,ADAR,"['AVBR', 'AVJL']"
25,4478562,4504494,0.0,0.6654025730176218,ADAR,98,0,ADAR,"['AVBR', 'AVJL']"
26,4478563,4504493,0.0,0.6692631642042757,ADAR,98,0,ADAR,"['AVBR', 'AVJL']"
27,4478564,4504492,0.0,0.6722869436379169,ADAR,98,0,ADAR,"['AVBR', 'AVJL']"
28,4478565,4504491,0.0,0.673428461352501,ADAR,98,0,ADAR,['AVJL']
29,4478470,4502376,0.0,0.2960568783778546,ADAR,98,1,RICL,"['ADAR', 'AVAL']"
30,4478569,4499865,0.0,0.6876878096292246,ADAR,98,1,CEPDR,"['ADAR', 'AVAR', 'RICR']"
31,4478568,4499864,0.0,0.6834834657872286,ADAR,98,1,CEPDR,"['ADAR', 'RICR', 'AVAR']"
32,4478460,4499541,0.0,0.2255711537773651,ADAR,98,1,AQR,"['AVAL', 'ADAR']"
33,4478461,4499540,0.0,0.2285298897936949,ADAR,98,1,AQR,"['AVAL', 'ADAR']"
34,4478561,4498694,0.0,0.6641702866255305,ADAR,98,1,ASHR,"['ADAR', 'AVBR']"
35,4478560,4498693,0.0,0.6618066553004739,ADAR,98,1,ASHR,"['ADAR', 'AVBR']"
